tsne_x,tsne_y,id,note_str,audio_path,instrument,instrument_str,instrument_family,instrument_family_str,instrument_source,instrument_source_str,pitch,velocity,sample_rate,qualities_str
0.8750138,46.903873,organ_electronic_104-026-050,organ_electronic_104-026-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_104-026-050.wav,921,organ_electronic_104,6,organ,1,electronic,26,50,16000,
5.759314,2.4205182,mallet_acoustic_062-075-075,mallet_acoustic_062-075-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/mallet_acoustic_062-075-075.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,75,75,16000,dark|fast_decay|multiphonic
-31.231094,-30.446777,organ_electronic_007-080-050,organ_electronic_007-080-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_007-080-050.wav,123,organ_electronic_007,6,organ,1,electronic,80,50,16000,bright|distortion|long_release|nonlinear_env
19.863928,15.268747,guitar_acoustic_021-053-025,guitar_acoustic_021-053-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_acoustic_021-053-025.wav,457,guitar_acoustic_021,3,guitar,0,acoustic,53,25,16000,
-30.831745,32.983677,reed_acoustic_018-061-075,reed_acoustic_018-061-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_018-061-075.wav,183,reed_acoustic_018,7,reed,0,acoustic,61,75,16000,
23.723452,47.078403,organ_electronic_028-036-050,organ_electronic_028-036-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_028-036-050.wav,440,organ_electronic_028,6,organ,1,electronic,36,50,16000,dark
-10.276137,37.256405,vocal_synthetic_003-033-050,vocal_synthetic_003-033-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/vocal_synthetic_003-033-050.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,33,50,16000,distortion|long_release|nonlinear_env
-23.552273,-49.586937,bass_synthetic_009-096-127,bass_synthetic_009-096-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/bass_synthetic_009-096-127.wav,150,bass_synthetic_009,0,bass,2,synthetic,96,127,16000,long_release
24.980251,3.2486613,bass_electronic_018-044-075,bass_electronic_018-044-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/bass_electronic_018-044-075.wav,759,bass_electronic_018,0,bass,1,electronic,44,75,16000,
9.682272,-38.642113,reed_acoustic_023-046-075,reed_acoustic_023-046-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_023-046-075.wav,224,reed_acoustic_023,7,reed,0,acoustic,46,75,16000,bright|fast_decay|multiphonic|nonlinear_env
17.517342,6.5467587,keyboard_electronic_002-064-025,keyboard_electronic_002-064-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_electronic_002-064-025.wav,50,keyboard_electronic_002,4,keyboard,1,electronic,64,25,16000,
0.39855435,-41.191864,mallet_acoustic_062-100-127,mallet_acoustic_062-100-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/mallet_acoustic_062-100-127.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,100,127,16000,bright|multiphonic
-1.328695,48.21062,guitar_acoustic_014-045-025,guitar_acoustic_014-045-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_acoustic_014-045-025.wav,263,guitar_acoustic_014,3,guitar,0,acoustic,45,25,16000,
-24.605251,8.599495,brass_acoustic_046-057-100,brass_acoustic_046-057-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/brass_acoustic_046-057-100.wav,414,brass_acoustic_046,1,brass,0,acoustic,57,100,16000,
-36.094116,10.302509,brass_acoustic_059-041-075,brass_acoustic_059-041-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/brass_acoustic_059-041-075.wav,572,brass_acoustic_059,1,brass,0,acoustic,41,75,16000,bright|reverb
18.748957,5.613934,keyboard_acoustic_004-052-075,keyboard_acoustic_004-052-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_acoustic_004-052-075.wav,327,keyboard_acoustic_004,4,keyboard,0,acoustic,52,75,16000,reverb
34.027985,39.20539,string_acoustic_071-024-075,string_acoustic_071-024-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/string_acoustic_071-024-075.wav,609,string_acoustic_071,8,string,0,acoustic,24,75,16000,long_release|reverb
8.955241,-37.959816,reed_acoustic_023-053-100,reed_acoustic_023-053-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_023-053-100.wav,224,reed_acoustic_023,7,reed,0,acoustic,53,100,16000,bright|fast_decay|multiphonic|nonlinear_env
32.941296,33.529015,organ_electronic_028-032-075,organ_electronic_028-032-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_028-032-075.wav,440,organ_electronic_028,6,organ,1,electronic,32,75,16000,dark
-57.581028,-1.7004648,reed_acoustic_011-067-127,reed_acoustic_011-067-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_011-067-127.wav,104,reed_acoustic_011,7,reed,0,acoustic,67,127,16000,
34.48551,5.8052855,keyboard_synthetic_000-022-075,keyboard_synthetic_000-022-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_synthetic_000-022-075.wav,577,keyboard_synthetic_000,4,keyboard,2,synthetic,22,75,16000,distortion|fast_decay|nonlinear_env
32.608124,10.295411,keyboard_electronic_069-034-100,keyboard_electronic_069-034-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_electronic_069-034-100.wav,805,keyboard_electronic_069,4,keyboard,1,electronic,34,100,16000,distortion
37.96795,-4.633926,string_acoustic_014-058-050,string_acoustic_014-058-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/string_acoustic_014-058-050.wav,100,string_acoustic_014,8,string,0,acoustic,58,50,16000,dark|reverb
14.600219,50.98588,organ_electronic_007-023-075,organ_electronic_007-023-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_007-023-075.wav,123,organ_electronic_007,6,organ,1,electronic,23,75,16000,distortion|long_release|nonlinear_env
-36.633335,36.206215,bass_synthetic_009-049-075,bass_synthetic_009-049-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/bass_synthetic_009-049-075.wav,150,bass_synthetic_009,0,bass,2,synthetic,49,75,16000,bright|distortion|long_release
-24.592691,8.030181,reed_acoustic_011-057-100,reed_acoustic_011-057-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_011-057-100.wav,104,reed_acoustic_011,7,reed,0,acoustic,57,100,16000,bright
21.485289,49.44286,organ_electronic_007-024-127,organ_electronic_007-024-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_007-024-127.wav,123,organ_electronic_007,6,organ,1,electronic,24,127,16000,distortion|long_release|nonlinear_env
39.807983,6.607477,guitar_acoustic_010-024-075,guitar_acoustic_010-024-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_acoustic_010-024-075.wav,219,guitar_acoustic_010,3,guitar,0,acoustic,24,75,16000,
3.3611548,15.336892,brass_acoustic_015-042-100,brass_acoustic_015-042-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/brass_acoustic_015-042-100.wav,121,brass_acoustic_015,1,brass,0,acoustic,42,100,16000,reverb
-47.207153,23.544275,organ_electronic_028-060-075,organ_electronic_028-060-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_028-060-075.wav,440,organ_electronic_028,6,organ,1,electronic,60,75,16000,dark
-3.893796,32.910507,string_acoustic_012-047-025,string_acoustic_012-047-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/string_acoustic_012-047-025.wav,97,string_acoustic_012,8,string,0,acoustic,47,25,16000,long_release|reverb
-22.648136,21.43175,reed_acoustic_018-066-100,reed_acoustic_018-066-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_018-066-100.wav,183,reed_acoustic_018,7,reed,0,acoustic,66,100,16000,
12.457989,60.775127,string_acoustic_071-030-100,string_acoustic_071-030-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/string_acoustic_071-030-100.wav,609,string_acoustic_071,8,string,0,acoustic,30,100,16000,long_release|reverb
12.733303,-37.474167,reed_acoustic_023-057-050,reed_acoustic_023-057-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_023-057-050.wav,224,reed_acoustic_023,7,reed,0,acoustic,57,50,16000,bright|fast_decay|multiphonic|nonlinear_env
37.004005,-3.7062736,string_acoustic_056-045-025,string_acoustic_056-045-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/string_acoustic_056-045-025.wav,436,string_acoustic_056,8,string,0,acoustic,45,25,16000,fast_decay|reverb
-18.743845,-20.156013,flute_acoustic_002-099-127,flute_acoustic_002-099-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/flute_acoustic_002-099-127.wav,86,flute_acoustic_002,2,flute,0,acoustic,99,127,16000,bright|reverb
-4.500842,-33.044743,mallet_acoustic_062-091-100,mallet_acoustic_062-091-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/mallet_acoustic_062-091-100.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,91,100,16000,multiphonic
-48.679058,-15.091098,reed_acoustic_011-062-075,reed_acoustic_011-062-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_011-062-075.wav,104,reed_acoustic_011,7,reed,0,acoustic,62,75,16000,
34.240303,-27.427725,guitar_acoustic_030-074-050,guitar_acoustic_030-074-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_acoustic_030-074-050.wav,642,guitar_acoustic_030,3,guitar,0,acoustic,74,50,16000,fast_decay|percussive|tempo-synced
1.203232,49.05359,keyboard_electronic_002-033-050,keyboard_electronic_002-033-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_electronic_002-033-050.wav,50,keyboard_electronic_002,4,keyboard,1,electronic,33,50,16000,distortion
-23.339205,-36.449,vocal_synthetic_003-105-050,vocal_synthetic_003-105-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/vocal_synthetic_003-105-050.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,105,50,16000,bright|distortion|long_release|nonlinear_env
-22.238707,-14.122218,brass_acoustic_006-075-075,brass_acoustic_006-075-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/brass_acoustic_006-075-075.wav,43,brass_acoustic_006,1,brass,0,acoustic,75,75,16000,reverb
-31.697739,-33.09634,vocal_synthetic_003-092-050,vocal_synthetic_003-092-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/vocal_synthetic_003-092-050.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,92,50,16000,bright|distortion|long_release|nonlinear_env
-1.8935233,-17.127382,flute_synthetic_000-070-127,flute_synthetic_000-070-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/flute_synthetic_000-070-127.wav,82,flute_synthetic_000,2,flute,2,synthetic,70,127,16000,distortion
6.5437346,-37.252357,reed_acoustic_023-055-075,reed_acoustic_023-055-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_023-055-075.wav,224,reed_acoustic_023,7,reed,0,acoustic,55,75,16000,bright|fast_decay|multiphonic|nonlinear_env
-28.661678,-25.388075,flute_synthetic_000-104-050,flute_synthetic_000-104-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/flute_synthetic_000-104-050.wav,82,flute_synthetic_000,2,flute,2,synthetic,104,50,16000,bright|distortion
-7.261554,-29.062992,guitar_acoustic_010-101-075,guitar_acoustic_010-101-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_acoustic_010-101-075.wav,219,guitar_acoustic_010,3,guitar,0,acoustic,101,75,16000,bright
-52.501442,-11.757043,flute_acoustic_002-074-025,flute_acoustic_002-074-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/flute_acoustic_002-074-025.wav,86,flute_acoustic_002,2,flute,0,acoustic,74,25,16000,reverb
-5.4050665,0.09457835,mallet_acoustic_062-059-127,mallet_acoustic_062-059-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/mallet_acoustic_062-059-127.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,59,127,16000,dark|long_release|multiphonic
27.008183,47.249977,bass_electronic_027-037-127,bass_electronic_027-037-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/bass_electronic_027-037-127.wav,880,bass_electronic_027,0,bass,1,electronic,37,127,16000,
-49.16242,-16.900078,vocal_synthetic_003-062-050,vocal_synthetic_003-062-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/vocal_synthetic_003-062-050.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,62,50,16000,bright|distortion|long_release|nonlinear_env
-36.51015,2.1826415,reed_acoustic_018-077-050,reed_acoustic_018-077-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_018-077-050.wav,183,reed_acoustic_018,7,reed,0,acoustic,77,50,16000,
-22.928432,-14.659962,brass_acoustic_046-075-075,brass_acoustic_046-075-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/brass_acoustic_046-075-075.wav,414,brass_acoustic_046,1,brass,0,acoustic,75,75,16000,bright
-21.123653,15.623901,flute_synthetic_000-090-100,flute_synthetic_000-090-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/flute_synthetic_000-090-100.wav,82,flute_synthetic_000,2,flute,2,synthetic,90,100,16000,distortion
-51.00593,-10.230817,flute_synthetic_000-086-075,flute_synthetic_000-086-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/flute_synthetic_000-086-075.wav,82,flute_synthetic_000,2,flute,2,synthetic,86,75,16000,distortion
30.928864,34.916855,organ_electronic_104-025-025,organ_electronic_104-025-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_104-025-025.wav,921,organ_electronic_104,6,organ,1,electronic,25,25,16000,
-31.578856,-40.77653,vocal_synthetic_003-065-100,vocal_synthetic_003-065-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/vocal_synthetic_003-065-100.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,65,100,16000,bright|distortion|long_release|nonlinear_env
-37.692795,-40.66216,vocal_synthetic_003-048-127,vocal_synthetic_003-048-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/vocal_synthetic_003-048-127.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,48,127,16000,bright|distortion|long_release|nonlinear_env
11.215041,-16.27097,guitar_acoustic_021-065-127,guitar_acoustic_021-065-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_acoustic_021-065-127.wav,457,guitar_acoustic_021,3,guitar,0,acoustic,65,127,16000,distortion
-23.286764,9.059198,reed_acoustic_011-045-075,reed_acoustic_011-045-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_011-045-075.wav,104,reed_acoustic_011,7,reed,0,acoustic,45,75,16000,
11.3363495,37.456722,flute_synthetic_000-040-050,flute_synthetic_000-040-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/flute_synthetic_000-040-050.wav,82,flute_synthetic_000,2,flute,2,synthetic,40,50,16000,distortion
8.244041,-37.309177,reed_acoustic_023-031-075,reed_acoustic_023-031-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_023-031-075.wav,224,reed_acoustic_023,7,reed,0,acoustic,31,75,16000,bright|fast_decay|multiphonic|nonlinear_env
17.317976,16.626131,keyboard_electronic_098-041-100,keyboard_electronic_098-041-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_electronic_098-041-100.wav,905,keyboard_electronic_098,4,keyboard,1,electronic,41,100,16000,dark|distortion
-29.529898,-25.248072,string_acoustic_057-092-100,string_acoustic_057-092-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/string_acoustic_057-092-100.wav,450,string_acoustic_057,8,string,0,acoustic,92,100,16000,nonlinear_env|reverb
4.183178,37.35488,organ_electronic_104-033-025,organ_electronic_104-033-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_104-033-025.wav,921,organ_electronic_104,6,organ,1,electronic,33,25,16000,
-5.444813,33.89307,bass_synthetic_009-035-127,bass_synthetic_009-035-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/bass_synthetic_009-035-127.wav,150,bass_synthetic_009,0,bass,2,synthetic,35,127,16000,bright|distortion|long_release
11.73181,-16.616016,bass_synthetic_068-077-127,bass_synthetic_068-077-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/bass_synthetic_068-077-127.wav,656,bass_synthetic_068,0,bass,2,synthetic,77,127,16000,distortion
23.050274,46.56308,organ_electronic_028-036-100,organ_electronic_028-036-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_028-036-100.wav,440,organ_electronic_028,6,organ,1,electronic,36,100,16000,dark
-20.778824,-13.908557,brass_acoustic_006-063-075,brass_acoustic_006-063-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/brass_acoustic_006-063-075.wav,43,brass_acoustic_006,1,brass,0,acoustic,63,75,16000,reverb
38.442307,-31.975285,mallet_acoustic_056-050-075,mallet_acoustic_056-050-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/mallet_acoustic_056-050-075.wav,590,mallet_acoustic_056,5,mallet,0,acoustic,50,75,16000,fast_decay|percussive
12.798435,-34.277393,reed_acoustic_023-083-050,reed_acoustic_023-083-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_023-083-050.wav,224,reed_acoustic_023,7,reed,0,acoustic,83,50,16000,bright|fast_decay|multiphonic|nonlinear_env
29.14842,-6.549917,bass_synthetic_134-073-075,bass_synthetic_134-073-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/bass_synthetic_134-073-075.wav,914,bass_synthetic_134,0,bass,2,synthetic,73,75,16000,dark|fast_decay|reverb
21.200356,-16.529991,keyboard_acoustic_004-086-100,keyboard_acoustic_004-086-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_acoustic_004-086-100.wav,327,keyboard_acoustic_004,4,keyboard,0,acoustic,86,100,16000,reverb
-54.11634,-12.412094,reed_acoustic_018-086-050,reed_acoustic_018-086-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_018-086-050.wav,183,reed_acoustic_018,7,reed,0,acoustic,86,50,16000,
-52.548237,-10.18886,reed_acoustic_018-074-075,reed_acoustic_018-074-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_018-074-075.wav,183,reed_acoustic_018,7,reed,0,acoustic,74,75,16000,
19.076813,7.705108,guitar_electronic_028-040-025,guitar_electronic_028-040-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_electronic_028-040-025.wav,510,guitar_electronic_028,3,guitar,1,electronic,40,25,16000,dark
6.4947987,-6.459082,keyboard_acoustic_004-068-100,keyboard_acoustic_004-068-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_acoustic_004-068-100.wav,327,keyboard_acoustic_004,4,keyboard,0,acoustic,68,100,16000,reverb
-45.644165,15.088798,brass_acoustic_046-072-075,brass_acoustic_046-072-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/brass_acoustic_046-072-075.wav,414,brass_acoustic_046,1,brass,0,acoustic,72,75,16000,bright
18.08547,3.2168431,keyboard_electronic_001-076-025,keyboard_electronic_001-076-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_electronic_001-076-025.wav,40,keyboard_electronic_001,4,keyboard,1,electronic,76,25,16000,dark
29.874306,48.119038,keyboard_electronic_098-037-050,keyboard_electronic_098-037-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_electronic_098-037-050.wav,905,keyboard_electronic_098,4,keyboard,1,electronic,37,50,16000,dark|distortion
-1.1455797,46.475746,organ_electronic_057-045-050,organ_electronic_057-045-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_057-045-050.wav,701,organ_electronic_057,6,organ,1,electronic,45,50,16000,dark
-29.684532,39.6406,organ_electronic_028-061-050,organ_electronic_028-061-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_028-061-050.wav,440,organ_electronic_028,6,organ,1,electronic,61,50,16000,dark
-16.162888,42.77329,vocal_synthetic_003-036-100,vocal_synthetic_003-036-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/vocal_synthetic_003-036-100.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,36,100,16000,bright|distortion|long_release|nonlinear_env
31.74796,-41.511314,mallet_acoustic_047-073-025,mallet_acoustic_047-073-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/mallet_acoustic_047-073-025.wav,488,mallet_acoustic_047,5,mallet,0,acoustic,73,25,16000,fast_decay|percussive|reverb
-25.696377,7.730805,brass_acoustic_046-069-127,brass_acoustic_046-069-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/brass_acoustic_046-069-127.wav,414,brass_acoustic_046,1,brass,0,acoustic,69,127,16000,bright
42.2773,0.5002252,bass_synthetic_134-032-127,bass_synthetic_134-032-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/bass_synthetic_134-032-127.wav,914,bass_synthetic_134,0,bass,2,synthetic,32,127,16000,dark|reverb
-62.761482,-4.2625594,organ_electronic_057-079-075,organ_electronic_057-079-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_057-079-075.wav,701,organ_electronic_057,6,organ,1,electronic,79,75,16000,
13.09712,-6.336585,bass_synthetic_068-061-075,bass_synthetic_068-061-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/bass_synthetic_068-061-075.wav,656,bass_synthetic_068,0,bass,2,synthetic,61,75,16000,dark
-22.698004,0.6961991,vocal_acoustic_000-064-075,vocal_acoustic_000-064-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/vocal_acoustic_000-064-075.wav,46,vocal_acoustic_000,10,vocal,0,acoustic,64,75,16000,reverb
-46.44482,-17.150208,vocal_synthetic_003-050-050,vocal_synthetic_003-050-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/vocal_synthetic_003-050-050.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,50,50,16000,distortion|long_release|nonlinear_env
-50.749413,-17.38669,vocal_synthetic_003-074-025,vocal_synthetic_003-074-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/vocal_synthetic_003-074-025.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,74,25,16000,bright|distortion|long_release|nonlinear_env
17.40066,42.07329,flute_synthetic_000-021-127,flute_synthetic_000-021-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/flute_synthetic_000-021-127.wav,82,flute_synthetic_000,2,flute,2,synthetic,21,127,16000,distortion
5.6163745,-37.609947,reed_acoustic_023-067-050,reed_acoustic_023-067-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_023-067-050.wav,224,reed_acoustic_023,7,reed,0,acoustic,67,50,16000,bright|fast_decay|multiphonic|nonlinear_env
-4.123379,-21.014341,brass_acoustic_006-070-100,brass_acoustic_006-070-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/brass_acoustic_006-070-100.wav,43,brass_acoustic_006,1,brass,0,acoustic,70,100,16000,long_release|reverb
